# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
1496		s a j a	6159	stand, to	Ayacucho	saya	estar en pie	s a j a	saya				Quechua
1497		ʃ a j a + r i + n a	6159	stand, to	Bobonaza	shayarina	estar en pie	ʃ a j a + r i + n a	shayarina				Quechua
1498		h a j a	6159	stand, to	Cacra-Hongos	saya	estar en pie	h a j a	saya				Quechua
1499		ʃ a j a	6159	stand, to	Chachapoyas	shaya	estar en pie	ʃ a j a	shaya				Quechua
1500		ʃ e: - -	6159	stand, to	Chacpar	še:.	estar en pie	ʃ e:	še:.				Quechua
1501		ʃ a j a	6159	stand, to	Chetilla	ša.ya.	estar en pie	ʃ a j a	ša.ya.				Quechua
1503		s a j a	6159	stand, to	Curva	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1504		s a j a	6159	stand, to	Cuzco	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1506		ʃ a j a	6159	stand, to	Huallaga	ša.ya.	estar en pie	ʃ a j a	ša.ya.				Quechua
1507		s aː - - + k u	6159	stand, to	Huanca	sa:kuy	estar en pie	s aː + k u	sa:kuy, sa:kulay				Quechua
1508		s aː - - + k u + l a	6159	stand, to	Huanca	sa:kulay	estar en pie	s aː + k u + l a	sa:kuy, sa:kulay				Quechua
1510		s a j a + ɾ i	6159	stand, to	Huangascar	sayari	estar en pie	s a j a + ɾ i	sayari		pararse		Quechua
1511		ʃ aː - - + k u	6159	stand, to	HuarazHuailas	shaakuy	estar en pie	ʃ aː + k u	shaakuy				Quechua
1512		ʃ a j a + ɾ i + n a	6159	stand, to	Imbabura	shayarina	estar en pie	ʃ a j a + ɾ i + n a	shayarina				Quechua
1513		ʃ a j a	6159	stand, to	Inkawasi	ša.ya.	estar en pie	ʃ a j a	ša.ya.				Quechua
1516		ʃ a j a	6159	stand, to	Lamas	shaya	estar en pie	ʃ a j a	shaya				Quechua
1517		s a j a	6159	stand, to	Laraos	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1518		s a j a + ɾ i	6159	stand, to	Lincha-Tana	sayari	estar en pie	s a j a + ɾ i	sayari				Quechua
1519		s a j a	6159	stand, to	Maragua	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1520		ʃ a j a + r i + n a	6159	stand, to	Napo	shayarina	estar en pie	ʃ a j a + r i + n a	shayarina				Quechua
1521		ʈʂ a ʈʂ a - - - -	171	stand, to	Pacaraos	tratra	estar en pie	ʈʂ a ʈʂ a	tratra				Quechua
1522		ʃ a j a + n a	6159	stand, to	Pastaza	shayana	estar en pie	ʃ a j a + n a	shayana				Quechua
1523		s a j a	6159	stand, to	Pocona	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1525		s a j a	6159	stand, to	Puno	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1526		s a j a + k u	6159	stand, to	Putumayo	sayacu	estar en pie	s a j a + k u	sayacu				Quechua
1527		ʃ aː - - + k u	6159	stand, to	Raimondi	shaakuy	estar en pie	ʃ aː + k u	shaakuy				Quechua
1528		s a j a + ɾ i	6159	stand, to	SanPedro	sayari	estar en pie	s a j a + ɾ i	sayari				Quechua
1529		s a j a	6159	stand, to	Santiagueno	sayay	estar en pie	s a j a	sayay				Quechua
1531		ʃ a j a	6159	stand, to	Serena	ša.ya.	estar en pie	ʃ a j a	ša.ya.				Quechua
1533		s a j a	6159	stand, to	Taquile	sa.ya.	estar en pie	s a j a	sa.ya.				Quechua
1534		ʃ a j a	6159	stand, to	Tarma	šaya	estar en pie	ʃ a j a	šaya				Quechua
1535		ʃ a j a	6159	stand, to	Troje	ša.ya.	estar en pie	ʃ a j a	ša.ya.				Quechua
1536		ʃ aː - - + k u	6159	stand, to	Wari	shaakuy	estar en pie	ʃ aː + k u	shaakuy				Quechua
1537		ʃ a: - -	6159	stand, to	Yanac	ša:.	estar en pie	ʃ a:	ša:.				Quechua
7535		ʃ a j a + n a	6159	stand, to	Azuay	shaya-na	estar en pie	ʃ a j a + n a	shaya-na				
#
6211		ɾ u m i	6287	stone	Apuri	rumi	piedra	ɾ u m i	rumi				Quechua
6212		r u m i	6287	stone	Apurimac	rumi	piedra	r u m i	rumi				Quechua
6213		ɾ u m i	6287	stone	Arma	rumi	piedra	ɾ u m i	rumi				Quechua
6214		r u m i	6287	stone	Atalla	rumi	piedra	r u m i	rumi				Quechua
6215		ɾ u m i	6287	stone	Ayacucho	rumi	piedra	ɾ u m i	rumi				Quechua
6216		r u m i	6287	stone	Bobonaza	rumi	piedra	r u m i	rumi				Quechua
6217		l u m i	6287	stone	Cacra-Hongos	rumi	piedra	l u m i	rumi				Quechua
6218		r u m i	6287	stone	Chachapoyas	rumi	piedra	r u m i	rumi				Quechua
6219		r u m i	6287	stone	Chacpar	rumi	piedra	r u m i	rumi				Quechua
6220		r u m i	6287	stone	Chetilla	rumi	piedra	r u m i	rumi				Quechua
6222		r u m i	6287	stone	Curva	rumi	piedra	r u m i	rumi				Quechua
6223		r u m i	6287	stone	Cuzco	rumi	piedra	r u m i	rumi				Quechua
6225		r u m i	6287	stone	Huallaga	rumi	piedra	r u m i	rumi				Quechua
6226		l u m i	6287	stone	Huanca	lumi	piedra	l u m i	lumi				Quechua
6229		ɾ u m i	6287	stone	Huangascar	rumi	piedra	ɾ u m i	rumi				Quechua
6230		ɾ u m i	6287	stone	HuarazHuailas	rumi	piedra	ɾ u m i	rumi				Quechua
6231		ɾ u m i	6287	stone	Imbabura	rumi	piedra	ɾ u m i	rumi				Quechua
6232		r̝ u m i	6287	stone	Inkawasi	řumi	piedra	r̝ u m i	řumi				Quechua
6236		r u m i	6287	stone	Lamas	rumi	piedra	r u m i	rumi				Quechua
6237		r u m i	6287	stone	Laraos	rumi	piedra	r u m i	rumi				Quechua
6238		l u m i	6287	stone	Lincha-Tana	rumi	piedra	l u m i	rumi				Quechua
6239		r̝ u m i	6287	stone	Maragua	řumi	piedra	r̝ u m i	řumi				Quechua
6240		r u m i	6287	stone	Napo	rumi	piedra	r u m i	rumi				Quechua
6241		r u m ai	6287	stone	Pacaraos	rrumay	piedra	r u m ai	rrumay, rrumi				Quechua
6242		r u m i	6287	stone	Pacaraos	rrumi	piedra	r u m i	rrumay, rrumi				Quechua
6243		ɾ u m i	6287	stone	Pastaza	ɾumi	piedra	ɾ u m i	ɾumi				Quechua
6244		r u m i	6287	stone	Pocona	rumi	piedra	r u m i	rumi				Quechua
6246		r u m i	6287	stone	Puno	rumi	piedra	r u m i	rumi				Quechua
6247		r u m i	6287	stone	Putumayo	rumi	piedra	r u m i	rumi				Quechua
6248		ɾ u m i	6287	stone	Raimondi	rumi	piedra	ɾ u m i	rumi				Quechua
6249		ɾ u m i	6287	stone	SanPedro	rumi	piedra	ɾ u m i	rumi				Quechua
6250		ɾ u m i	6287	stone	Santiagueno	rumi	piedra	ɾ u m i	rumi				Quechua
6252		r u m i	6287	stone	Serena	rumi	piedra	r u m i	rumi				Quechua
6254		r u m i	6287	stone	Taquile	rumi	piedra	r u m i	rumi				Quechua
6255		ʐ u m i	6287	stone	Tarma	rumi	piedra	ʐ u m i	rumi				Quechua
6256		r u m i	6287	stone	Troje	rumi	piedra	r u m i	rumi				Quechua
6258		ɾ u m i	6287	stone	Wari	rumi	piedra	ɾ u m i	rumi				Quechua
6259		r u m i	6287	stone	Yanac	rumi	piedra	r u m i	rumi				Quechua
7487		ɾ u m i	6287	stone	Azuay	rumi	piedra	ɾ u m i	rumi				
7678		l u m i	6287	stone	Jauja	lumi		l u m i	lumi				
#
1924		ʃ o q u	6339	suck, to	Apuri	shuqu	chupar, mamar	ʃ o q u	shuqu				Quechua
1925		tʃ o n q a	220	suck, to	Apurimac	chonqa	chupar, mamar	tʃ o n q a	chonqa				Quechua
1926		s u χ u	6339	suck, to	Arma	suqu	chupar, mamar	s u χ u	suqu				Quechua
1927		s u χ u	6339	suck, to	Atalla	suχu.	chupar, mamar	s u χ u	suχu.				Quechua
1928		s o χ o	6339	suck, to	Ayacucho	soqo	chupar, mamar	s o χ o	soqo				Quechua
1929		tʃ u p a + n a	217	suck, to	Bobonaza	chupana	chupar, mamar	tʃ u p a + n a	chupana				Quechua
1930		ʃ o q u	6339	suck, to	Cacra-Hongos	shuqu	chupar, mamar	ʃ o q u	shuqu				Quechua
1931		ç u k u	6339	suck, to	Chachapoyas	shuku	chupar, mamar	ç u k u	shuku				Quechua
1932		ʃ u q u	6339	suck, to	Chacpar	šuqu.	chupar, mamar	ʃ u q u	šuqu.				Quechua
1934		tʃʼ u n q a	220	suck, to	Curva	č'u.nqa.	chupar, mamar	tʃʼ u n q a	č'u.nqa.				Quechua
1935		tʃʼ u n q a	220	suck, to	Cuzco	č'u.nqa.	chupar, mamar	tʃʼ u n q a	č'u.nqa.				Quechua
1937		ʃ u q u	6339	suck, to	Huallaga	šuqu.	chupar, mamar	ʃ u q u	šuqu.				Quechua
1938		ɲ u ɲ u	609	suck, to	Huanca	ñuñuy	chupar, mamar	ɲ u ɲ u	ñuñuy		de 'seno' s̹uʔuy (sorber)		Quechua
1940		ʃ o q u	6339	suck, to	Huangascar	shuqu	chupar, mamar	ʃ o q u	shuqu				Quechua
1941		m a m a ɾ	219	suck, to	HuarazHuailas	mamar	chupar, mamar	m a m a ɾ	mamar				Quechua
1942		tʃ u p a + n a	217	suck, to	Imbabura	chupana	chupar, mamar	tʃ u p a + n a	chupana				Quechua
1943		ʃ u ʁ u	6339	suck, to	Inkawasi	šuγu.	chupar, mamar	ʃ u ʁ u	šuγu.				Quechua
1946		ç u k u	6339	suck, to	Lamas	shuku	chupar, mamar	ç u k u	shuku				Quechua
1947		ʃ u q u	6339	suck, to	Laraos	šuqu.	chupar, mamar	ʃ u q u	šuqu.				Quechua
1948		ʃ o q u	6339	suck, to	Lincha-Tana	shuqu	chupar, mamar	ʃ o q u	shuqu				Quechua
1949		tʃʼ u n q a	220	suck, to	Maragua	č'u.nqa.	chupar, mamar	tʃʼ u n q a	č'u.nqa.				Quechua
1950		ts u n g a + n a	220	suck, to	Napo	tsungana	chupar, mamar	ts u n g a + n a	tsungana				Quechua
1951		ç o χ u	6339	suck, to	Pacaraos	shuqu	chupar, mamar	ç o χ u	shuqu				Quechua
1952		tʃ u p a + n a	217	suck, to	Pastaza	chupana	chupar, mamar	tʃ u p a + n a	chupana				Quechua
1953		ts u n g a + n a	220	suck, to	Pastaza	tsungana	chupar, mamar	ts u n g a + n a	tsungana				Quechua
1954		tʃ u tʃ u + n a	607	suck, to	Pastaza	chuchuna	chupar, mamar	tʃ u tʃ u + n a	chuchuna		mamar		Quechua
1955		tʃʼ u n ʁ a	220	suck, to	Pocona	č'u.nγa.	chupar, mamar	tʃʼ u n ʁ a	č'u.nγa.				Quechua
1957		tʃʼ u n q a	220	suck, to	Puno	č'u.nqa.	chupar, mamar	tʃʼ u n q a	č'u.nqa.				Quechua
1958		tʃ u tʃ u + r i	607	suck, to	Putumayo	chuchuri	chupar, mamar	tʃ u tʃ u + r i	chuchuri				Quechua
1959		ʃ o q u	6339	suck, to	Raimondi	shoquy	chupar, mamar	ʃ o q u	shoquy				Quechua
1960		ʃ o q u	6339	suck, to	SanPedro	shuqu	chupar, mamar	ʃ o q u	shuqu				Quechua
1961		tʃ o ŋ q a	220	suck, to	Santiagueno	chonqay	chupar, mamar	tʃ o ŋ q a	chonqay, ñuñuy				Quechua
1962		ɲ u ɲ u	609	suck, to	Santiagueno	ñuñuy	chupar, mamar	ɲ u ɲ u	chonqay, ñuñuy		de 'seno' ñuñuy ‘mamar’		Quechua
1966		ts u n g a	220	suck, to	Serena	tsu.nga.	chupar, mamar	ts u n g a	tsu.nga.				Quechua
1968		tʃʼ u n q a	220	suck, to	Taquile	č'u.nqa.	chupar, mamar	tʃʼ u n q a	č'u.nqa.				Quechua
1969		ç o χ u	6339	suck, to	Tarma	šuxu	chupar, mamar	ç o χ u	šuxu				Quechua
1970		tʃ u - - tʃ u	607	suck, to	Troje	ču.ču.	chupar, mamar	tʃ u tʃ u	ču.ču.		Different?		Quechua
1971		ʃ o q u	6339	suck, to	Wari	shoquy	chupar, mamar	ʃ o q u	shoquy				Quechua
1972		ʃ u q u	6339	suck, to	Yanac	šuqu.	chupar, mamar	ʃ u q u	šuqu.				Quechua
7409		ɲ u ɲ u	609	suck, to	Chetilla	ñuñu	chupar, manar	ɲ u ɲ u	ñuñu		quesada		
7543		s u n g a + n a	220	suck, to	Azuay	sunga-na, chuchu-na	chupar, mamar	s u n g a + n a	sunga-na				
7569		tʃ u tʃ u + n a	607	suck, to	Azuay	sunga-na, chuchu-na		tʃ u tʃ u + n a	chuchu-na				
7679		ɲ u ɲ u	609	suck, to	Jauja	ñuñuy		ɲ u ɲ u	ñuñuy				
7700		ʃ o q u	6339	suck, to	Huanca	shuquy		ʃ o q u	shuquy				
7701		ʃ o q u	6339	suck, to	Jauja	shuquy		ʃ o q u	shuquy				
#
5653		i n t - i	6400	sun	Apuri	inti	sol	i n t i	inti				Quechua
5654		ɾ u p ai	6401	sun	Apuri	rupay	sol	ɾ u p ai	rupay				Quechua
5655		i n t - i	6400	sun	Apurimac	inti	sol	i n t i	inti				Quechua
5656		i n t - i	6400	sun	Arma	inti	sol	i n t i	inti, rupay				Quechua
5657		ɾ u p ai	6401	sun	Arma	rupay	sol	ɾ u p ai	inti, rupay				Quechua
5658		i n t - i	6400	sun	Atalla	inti	sol	i n t i	inti				Quechua
5659		i n t - i	6400	sun	Ayacucho	inti	sol	i n t i	inti, rupay				Quechua
5660		ɾ u p ai	6401	sun	Ayacucho	rupay	sol	ɾ u p ai	inti, rupay				Quechua
5661		i n d - i	6400	sun	Bobonaza	indi	sol	i n d i	indi				Quechua
5662		i n t - i	6400	sun	Cacra-Hongos	inti	sol	i n t i	inti				Quechua
5663		l u p ai	6401	sun	Cacra-Hongos	rupay	sol	l u p ai	rupay				Quechua
5664		i n d - i	6400	sun	Chachapoyas	inti	sol	i n d i	inti				Quechua
5665		i n t - i	6400	sun	Chacpar	inti	sol	i n t i	inti				Quechua
5666		r u p ai	6401	sun	Chetilla	rupa.y	sol	r u p ai	rupa.y				Quechua
5668		i n t - i	6400	sun	Curva	inti	sol	i n t i	inti				Quechua
5669		i n t - i	6400	sun	Cuzco	inti	sol	i n t i	inti				Quechua
5671		i n t - i	6400	sun	Huallaga	inti	sol	i n t i	inti				Quechua
5672		i n t - i	6400	sun	Huanca	inti	sol	i n t i	inti				Quechua
5674		i n t - i	6400	sun	Huangascar	inti	sol	i n t i	inti				Quechua
5675		ɾ u p ai	6401	sun	Huangascar	rupay	sol	ɾ u p ai	rupay				Quechua
5676		i ɲ t - i	6400	sun	HuarazHuailas	inti	sol	i ɲ t i	inti				Quechua
5677		i n t - i	6400	sun	Imbabura	inti	sol	i n t i	inti				Quechua
5678		r u p ai	6401	sun	Inkawasi	rupa.y	sol	r u p ai	rupa.y				Quechua
5683		i n d - i	6400	sun	Lamas	inti	sol	i n d i	inti				Quechua
5684		i n t - i	6400	sun	Laraos	inti	sol	i n t i	inti				Quechua
5685		i n t - i	6400	sun	Lincha-Tana	inti	sol	i n t i	inti				Quechua
5686		l u p ai	6401	sun	Lincha-Tana	rupay	sol	l u p ai	rupay				Quechua
5687		i n t - i	6400	sun	Maragua	inti	sol	i n t i	inti				Quechua
5688		i n d - i	6400	sun	Napo	indi	sol	i n d i	indi				Quechua
5689		w i l k a	6404	sun	Pacaraos	wilka	sol	w i l k a	wilka				Quechua
5690		i n d - i	6400	sun	Pastaza	indi	sol	i n d i	indi				Quechua
5691		i n t - i	6400	sun	Pocona	inti	sol	i n t i	inti				Quechua
5693		i n t - i	6400	sun	Puno	inti	sol	i n t i	inti				Quechua
5694		i n d - i	6400	sun	Putumayo	indi	sol	i n d i	indi				Quechua
5695		i ɲ t - i	6400	sun	Raimondi	inti	sol	i ɲ t i	inti				Quechua
5696		i n t - i	6400	sun	SanPedro	inti	sol	i n t i	inti				Quechua
5697		ɾ u p ai	6401	sun	SanPedro	rupay	sol	ɾ u p ai	rupay				Quechua
5698		i n t - i	6400	sun	Santiagueno	inti	sol	i n t i	inti				Quechua
5700		i n d - i	6400	sun	Serena	indi	sol	i n d i	indi				Quechua
5702		i n t - i	6400	sun	Taquile	inti	sol	i n t i	inti				Quechua
5703		i n t - i	6400	sun	Tarma	inti	sol	i n t i	inti				Quechua
5704		i n t - i	6400	sun	Troje	inti	sol	i n t i	inti				Quechua
5708		i ɲ t - i	6400	sun	Wari	inti	sol	i ɲ t i	inti				Quechua
5709		r u p eː	6401	sun	Yanac	rupe:	sol	r u p eː	rupe:				Quechua
7477		ɾ u p ai	6401	sun	Azuay	rupay, inti	sol	ɾ u p ai	rupay				
7568		i n t - i	6400	sun	Azuay	rupay, inti		i n t i	inti				
7680		i n t - i	6400	sun	Jauja	inti		i n t i	inti				
#
1192		m i ʃ k i -	6461	sweet	Apuri	mishki	dulce	m i ʃ k i	mishki				Quechua
1193		m i s k i -	6461	sweet	Apurimac	miski	dulce	m i s k i	miski				Quechua
1194		m i s k i -	6461	sweet	Arma	miski	dulce	m i s k i	miski				Quechua
1195		m i s k i -	6461	sweet	Atalla	miski	dulce	m i s k i	miski				Quechua
1196		m i s k i -	6461	sweet	Ayacucho	miski	dulce	m i s k i	miski				Quechua
1197		m i ʃ k i -	6461	sweet	Bobonaza	mishqui	dulce	m i ʃ k i	mishqui				Quechua
1198		m i ʃ k i -	6461	sweet	Cacra-Hongos	mishki	dulce	m i ʃ k i	mishki				Quechua
1199		m i s k i -	6461	sweet	Chachapoyas	miski	dulce	m i s k i	miski				Quechua
1200		m i ʃ k i -	6461	sweet	Chacpar	miški	dulce	m i ʃ k i	miški				Quechua
1201		m i ʃ k i -	6461	sweet	Chetilla	miški	dulce	m i ʃ k i	miški				Quechua
1203		m i s kʼ i -	6461	sweet	Curva	misk'i	dulce	m i s kʼ i	misk'i				Quechua
1204		m i s kʼ i -	6461	sweet	Cuzco	misk'i	dulce	m i s kʼ i	misk'i				Quechua
1207		m i ʃ k i -	6461	sweet	Huallaga	miški	dulce	m i ʃ k i	miški, miškiχ				Quechua
1208		m i ʃ k i χ	6461	sweet	Huallaga	miškiχ	dulce	m i ʃ k i χ	miški, miškiχ				Quechua
1209		m i ʃ k i -	6461	sweet	Huanca	mishki	dulce	m i ʃ k i	mishki				Quechua
1212		m i ʃ k i -	6461	sweet	Huangascar	mishki	dulce	m i ʃ k i	mishki				Quechua
1213		m i ʃ k i -	6461	sweet	HuarazHuailas	mishky	dulce	m i ʃ k i	mishky				Quechua
1214		m i ʃ k i -	6461	sweet	Imbabura	mishki	dulce	m i ʃ k i	mishki				Quechua
1215		ɲ u k ɲ u	6462	sweet	Inkawasi	ñukñu	dulce	ɲ u k ɲ u	ñuk(ə)ñu				Quechua
1218		m i s k i -	6461	sweet	Lamas	miski	dulce	m i s k i	miski				Quechua
1219		m i ʃ k i -	6461	sweet	Laraos	miški	dulce	m i ʃ k i	miški				Quechua
1220		m i ʃ k i -	6461	sweet	Lincha-Tana	mishki	dulce	m i ʃ k i	mishki				Quechua
1221		m i s kʼ i -	6461	sweet	Maragua	misk'i	dulce	m i s kʼ i	misk'i				Quechua
1222		m i ʃ k i -	6461	sweet	Napo	mishqui	dulce	m i ʃ k i	mishqui				Quechua
1223		m i ç k i -	6461	sweet	Pacaraos	mishki	dulce	m i ç k i	mishki				Quechua
1224		m i ʃ k i -	6461	sweet	Pastaza	mishqui	dulce	m i ʃ k i	mishqui				Quechua
1225		m i s kʼ i -	6461	sweet	Pocona	misk'i	dulce	m i s kʼ i	misk'i				Quechua
1228		m i s kʼ i -	6461	sweet	Puno	misk'i	dulce	m i s kʼ i	misk'i				Quechua
1229		m i s x i -	6461	sweet	Putumayo	misqui	dulce	m i s x i	misqui, dusi				Quechua
1230		d u - s - i -	157	sweet	Putumayo	dusi	dulce	d u s i	misqui, dusi				Quechua
1231		m i ʃ k i -	6461	sweet	Raimondi	mishky	dulce	m i ʃ k i	mishky				Quechua
1232		m i ʃ k i -	6461	sweet	SanPedro	mishki	dulce	m i ʃ k i	mishki				Quechua
1233		m i ʃ k i -	6461	sweet	Santiagueno	mishki	dulce	m i ʃ k i	mishki				Quechua
1235		m i ʃ k i -	6461	sweet	Serena	miški	dulce	m i ʃ k i	miški				Quechua
1238		m i s kʼ i -	6461	sweet	Taquile	misk'i	dulce	m i s kʼ i	misk'i				Quechua
1239		m i ç g i -	6461	sweet	Tarma	mišgi	dulce	m i ç g i	mišgi				Quechua
1240		m i ʃ k i -	6461	sweet	Troje	miški	dulce	m i ʃ k i	miški				Quechua
1241		m i ʃ k i -	6461	sweet	Wari	mishky	dulce	m i ʃ k i	mishky				Quechua
1242		m i ʃ k i -	6461	sweet	Yanac	miški	dulce	m i ʃ k i	miški				Quechua
7529		m i ʃ k i -	6461	sweet	Azuay	mishqui	dulce	m i ʃ k i	mishqui				
7681		m i ʃ k i -	6461	sweet	Jauja	mishki		m i ʃ k i	mishki				
#
1589		s a m b u + ʎ a	6516	swim, to	Atalla	sambu.λa.	nadar	s a m b u + ʎ a	sambu.λa.				Quechua
1591		w ai t a + n a	6515	swim, to	Bobonaza	huaitana	nadar	w ai t a + n a	huaitana				Quechua
1592		w ai t a	6515	swim, to	Chachapoyas	wayta	nadar	w ai t a	wayta				Quechua
1596		s a m b u + ʎ a	6516	swim, to	Curva	sambu.λa.	nadar	s a m b u + ʎ a	sambu.λa.				Quechua
1597		w ai t a	6515	swim, to	Cuzco	wayta.	nadar	w ai t a	wayta.				Quechua
1600		m aː t a	177	swim, to	Huanca	ma:tay	nadar	m aː t a	ma:tay				Quechua
1602		w a m b u + n a	6516	swim, to	Imbabura	wambuna	nadar	w a m b u + n a	wambuna				Quechua
1606		w ai t a	6515	swim, to	Lamas	wayta	nadar	w ai t a	wayta				Quechua
1608		w ai tʼ a	6515	swim, to	Maragua	wayt'a.	nadar	w ai tʼ a	wayt'a.				Quechua
1609		w ai t a + n a	6515	swim, to	Napo	huaitana	nadar	w ai t a + n a	huaitana				Quechua
1610		w ai t a + n a	6515	swim, to	Pastaza	waytana	nadar	w ai t a + n a	waytana				Quechua
1611		w ai tʼ a	6515	swim, to	Pocona	wayt'a.	nadar	w ai tʼ a	wayt'a.				Quechua
1613		t u j u - -	6518	swim, to	Puno	tuyu.	nadar	t u j u	tuyu.				Quechua
1614		w ai t a	6515	swim, to	Putumayo	huayta	nadar	w ai t a	huayta				Quechua
1615		w ai t a	6515	swim, to	Santiagueno	waytay	nadar	w ai t a	waytay				Quechua
1618		w ai t a	6515	swim, to	Serena	wayta.	nadar	w ai t a	wayta.				Quechua
1620		i ɲ a	6520	swim, to	Taquile	iña.	nadar	i ɲ a	iña.				Quechua
1622		w a m b u	6516	swim, to	Troje	wambu.	nadar	w a m b u	wambu.				Quechua
7537		w a m b u + n a	6516	swim, to	Azuay	huambu-na	nadar	w a m b u + n a	huambu-na				
#
4972		ʈ u p a	6554	tail	Apuri	trupa	cola, rabo	ʈ u p a	trupa				Quechua
4973		tʃ u p a	6554	tail	Apurimac	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4974		tʃ u p a	6554	tail	Arma	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4975		tʃ u p a	6554	tail	Atalla	čupa	cola, rabo	tʃ u p a	čupa				Quechua
4976		tʃ u p a	6554	tail	Ayacucho	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4977		tʃ u p a	6554	tail	Bobonaza	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4978		ʈ u p a	6554	tail	Cacra-Hongos	trupa	cola, rabo	ʈ u p a	trupa				Quechua
4979		ʈʂ u p a	6554	tail	Chachapoyas	ĉupa	cola, rabo	ʈʂ u p a	ĉupa				Quechua
4980		tʃ u p a	6554	tail	Chacpar	čupa	cola, rabo	tʃ u p a	čupa				Quechua
4981		ʈʂ u p a	6554	tail	Chetilla	ĉupa	cola, rabo	ʈʂ u p a	ĉupa				Quechua
4983		tʃ u p a	6554	tail	Curva	čupa	cola, rabo	tʃ u p a	čupa				Quechua
4984		tʃ u p a	6554	tail	Cuzco	čupa	cola, rabo	tʃ u p a	čupa				Quechua
4986		tʃ u p a	6554	tail	Huallaga	čupa	cola, rabo	tʃ u p a	čupa				Quechua
4987		ʈʂ u p a	6554	tail	Huanca	trupa	cola, rabo	ʈʂ u p a	trupa				Quechua
4990		ʈ u p a	6554	tail	Huangascar	trupa	cola, rabo	ʈ u p a	trupa				Quechua
4991		tʃ u p a	6554	tail	HuarazHuailas	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4992		tʃ u p a	6554	tail	Imbabura	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4993		ʈʂ u p a	6554	tail	Inkawasi	ĉupa	cola, rabo	ʈʂ u p a	ĉupa				Quechua
4997		tʃ u p a	6554	tail	Lamas	chupa	cola, rabo	tʃ u p a	chupa				Quechua
4998		ʈʂ u p a	6554	tail	Laraos	ĉupa	cola, rabo	ʈʂ u p a	ĉupa				Quechua
4999		ʈ u p a	6554	tail	Lincha-Tana	trupa	cola, rabo	ʈ u p a	trupa				Quechua
5000		tʃ u p a	6554	tail	Maragua	čupa	cola, rabo	tʃ u p a	čupa				Quechua
5001		tʃ u p a	6554	tail	Napo	chupa	cola, rabo	tʃ u p a	chupa				Quechua
5002		ʈʂ u p a	6554	tail	Pacaraos	trupa	cola, rabo	ʈʂ u p a	trupa				Quechua
5003		tʃ u p a	6554	tail	Pastaza	chupa	cola, rabo	tʃ u p a	chupa				Quechua
5004		tʃ u p a	6554	tail	Pocona	čupa	cola, rabo	tʃ u p a	čupa				Quechua
5006		tʃ u p a	6554	tail	Puno	čupa	cola, rabo	tʃ u p a	čupa				Quechua
5007		tʃ u p a	6554	tail	Putumayo	chupa	cola, rabo	tʃ u p a	chupa				Quechua
5008		tʃ u p a	6554	tail	Raimondi	chupa	cola, rabo	tʃ u p a	chupa				Quechua
5009		ʈ u p a	6554	tail	SanPedro	trupa	cola, rabo	ʈ u p a	trupa				Quechua
5010		tʃ u p a	6554	tail	Santiagueno	chupa	cola, rabo	tʃ u p a	chupa				Quechua
5012		tʃ u p a	6554	tail	Serena	čupa	cola, rabo	tʃ u p a	čupa				Quechua
5014		tʃ u p a	6554	tail	Taquile	čupa	cola, rabo	tʃ u p a	čupa				Quechua
5015		ʈʂ u b a	6554	tail	Tarma	ĉuba	cola, rabo	ʈʂ u b a	ĉuba				Quechua
5016		tʃ u p a	6554	tail	Troje	čupa	cola, rabo	tʃ u p a	čupa				Quechua
5018		tʃ u p a	6554	tail	Wari	chupa	cola, rabo	tʃ u p a	chupa				Quechua
5019		ʈʂ u p a	6554	tail	Yanac	ĉupa	cola, rabo	ʈʂ u p a	ĉupa				Quechua
7464		tʃ u p a	6554	tail	Azuay	chupa	cola, rabo	tʃ u p a	chupa				
7682		ʈʂ u p a	6554	tail	Jauja	trupa		ʈʂ u p a	trupa				
#
53		ʈ u n k a	6604	ten	Apuri	trunka	diez	ʈ u n k a	trunka				Quechua
54		tʃ u n k a	6604	ten	Apurimac	chunka	diez	tʃ u n k a	chunka				Quechua
55		tʃ u n k a	6604	ten	Arma	chunka	diez	tʃ u n k a	chunka				Quechua
56		tʃ u n k a	6604	ten	Atalla	čunka	diez	tʃ u n k a	čunka				Quechua
57		tʃ u n k a	6604	ten	Ayacucho	chunka	diez	tʃ u n k a	chunka				Quechua
58		tʃ u n g a	6604	ten	Bobonaza	chunga	diez	tʃ u n g a	chunga				Quechua
59		ʈ u n k a	6604	ten	Cacra-Hongos	trunka	diez	ʈ u n k a	trunka				Quechua
